"","SASID","Grade","City","Postal Code","Assignment Type","Growth Proficiency Category","SGP (Expectation=50)","Test 1 Benchmark Category","Test 2 Benchmark Category","Test 1 PR","Test 2 PR","IEP","TS Placement"
"729",1065152248,7,"Middleborough","02346","Star Reading","High Growth, High Proficiency",68,"At/Above Benchmark","At/Above Benchmark",89,90,0,"Gen Ed"
"730",1099547133,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",13,"At/Above Benchmark","On Watch",43,25,1,"Learning Specialist"
"731",1020340440,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",26,"At/Above Benchmark","At/Above Benchmark",75,63,0,"Gen Ed"
"732",1087131734,7,"Duxbury","02332","Star Reading","High Growth, High Proficiency",89,"Intervention","At/Above Benchmark",24,46,1,"Gen Ed"
"733",1065628530,7,"Wareham","02571","Star Reading","Low Growth, Low Proficiency",22,"Intervention","Intervention",18,11,0,"Gen Ed"
"734",1002862833,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",2,"Urgent Intervention","Urgent Intervention",5,1,1,"Learning Specialist"
"735",1083035430,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",52,"On Watch","At/Above Benchmark",39,40,0,"Tier 1 ELA Gen Ed"
"736",1077036434,7,"Wareham","02576","Star Reading","High Growth, High Proficiency",85,"At/Above Benchmark","At/Above Benchmark",74,83,0,"Gen Ed"
"737",1096036435,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",31,"At/Above Benchmark","At/Above Benchmark",51,43,0,"Gen Ed"
"738",1051132836,7,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",38,"At/Above Benchmark","At/Above Benchmark",69,62,0,"Gen Ed"
"739",1045917538,7,"Middleborough","02346","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",45,52,0,"Gen Ed"
"740",1099034436,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",11,"Intervention","Urgent Intervention",10,4,1,"Learning Specialist"
"741",1059034432,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",79,"On Watch","At/Above Benchmark",34,49,0,"Gen Ed"
"742",1050724631,7,"Fall River","02724","Star Reading","Low Growth, Low Proficiency",26,"On Watch","On Watch",36,27,0,"Tier 1 ELA Gen Ed"
"743",1062003330,7,"Wareham","02571","Star Reading","High Growth, Low Proficiency",50,"Urgent Intervention","Urgent Intervention",5,7,1,"Learning Specialist"
"744",1075036432,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",74,"At/Above Benchmark","At/Above Benchmark",65,72,0,"Gen Ed"
"745",1041035433,7,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",24,"On Watch","Intervention",32,23,0,"Tier 1 ELA Gen Ed"
"746",1030035431,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",91,"At/Above Benchmark","At/Above Benchmark",51,71,0,"Gen Ed"
"747",1089035436,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",97,"At/Above Benchmark","At/Above Benchmark",41,72,0,"Gen Ed"
"748",1091036430,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",59,80,0,"Gen Ed"
"749",1020591832,7,"Plymouth","02360","Star Reading","High Growth, High Proficiency",51,"At/Above Benchmark","At/Above Benchmark",74,71,0,"Tier 1 ELA Gen Ed"
"750",1010911138,7,"Plymouth","360-5","Star Reading","High Growth, Low Proficiency",73,"Intervention","Intervention",12,22,1,"Tier 1 Math Gen Ed"
"751",1046906032,7,"Kingston","02364","Star Reading","High Growth, High Proficiency",73,"At/Above Benchmark","At/Above Benchmark",46,56,0,"Gen Ed"
"752",1095809635,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",14,"At/Above Benchmark","On Watch",58,39,1,"Learning Specialist"
"753",1016187726,8,"Wareham","02571","Star Reading","High Growth, High Proficiency",84,"On Watch","At/Above Benchmark",31,48,1,"Learning Specialist"
"754",1049838142,8,"Lakeville","02347","Star Reading","Low Growth, Low Proficiency",31,"Intervention","Intervention",20,15,1,"Tier 1 ELA Gen Ed"
"755",1077335346,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",16,"At/Above Benchmark","At/Above Benchmark",61,43,0,"Gen Ed"
"756",1053230433,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",45,64,1,"Learning Specialist"
"757",1097628535,8,"Wareham","02571","Star Reading","Low Growth, Low Proficiency",32,"Intervention","Intervention",15,13,0,"Tier 1 ELA Gen Ed"
"758",1021726530,8,"Wareham","02571","Star Reading","High Growth, Low Proficiency",65,"Urgent Intervention","Urgent Intervention",5,8,1,"Tier 1 Math Gen Ed"
"759",1070259636,8,"Barnstable","02601","Star Reading","High Growth, Low Proficiency",65,"Urgent Intervention","Urgent Intervention",1,3,1,"Learning Specialist"
"760",1016248724,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",29,"At/Above Benchmark","At/Above Benchmark",54,44,0,"Gen Ed"
"761",1085248721,8,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",81,"Urgent Intervention","Intervention",9,22,0,"Tier 1 ELA Gen Ed"
"762",1083249720,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",28,"On Watch","On Watch",37,29,0,"Tier 1 Math Gen Ed"
"763",1082110836,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",18,"At/Above Benchmark","At/Above Benchmark",56,40,1,"Learning Specialist"
"764",1072529730,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",50,"At/Above Benchmark","At/Above Benchmark",51,51,0,"Tier 1 Math Gen Ed"
"765",1082223145,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",10,"On Watch","Intervention",30,14,0,"Tier 1 Math Gen Ed"
"766",1052529737,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",10,"At/Above Benchmark","On Watch",62,39,0,"Gen Ed"
"767",1074325432,8,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",65,"Intervention","On Watch",24,32,0,"Tier 1 ELA Gen Ed"
"768",1001928936,8,"Kingston","02364","Star Reading","High Growth, Low Proficiency",64,"On Watch","On Watch",33,39,0,"Tier 1 ELA Gen Ed"
"769",1007922835,8,"Sandwich","02537","Star Reading","Low Growth, High Proficiency",39,"At/Above Benchmark","At/Above Benchmark",75,68,0,"Tier 1 Math Gen Ed"
"770",1078924634,8,"Middleborough","02346","Star Reading","Low Growth, High Proficiency",40,"At/Above Benchmark","At/Above Benchmark",45,42,0,"Tier 1 Math Gen Ed"
"771",1016821732,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",76,"At/Above Benchmark","At/Above Benchmark",45,56,0,"Tier 1 Math Gen Ed"
"772",1065120535,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",31,"At/Above Benchmark","On Watch",40,32,0,"Gen Ed"
"773",1087539030,8,"Wareham","02576","Star Reading","Low Growth, Low Proficiency",5,"Intervention","Urgent Intervention",24,7,0,"Tier 1 Math Gen Ed"
"774",1013501834,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",64,68,0,"Tier 1 Math Gen Ed"
"775",1075439430,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",81,86,0,"Gen Ed"
"776",1014628533,8,"Wareham","02558","Star Reading","High Growth, High Proficiency",54,"On Watch","At/Above Benchmark",39,41,0,"Tier 1 ELA Gen Ed"
"777",1048021738,8,"Barnstable","02648","Star Reading","Low Growth, Low Proficiency",4,"At/Above Benchmark","On Watch",68,37,0,"Gen Ed"
"778",1085719634,8,"Carver","02330","Star Reading","High Growth, High Proficiency",73,"At/Above Benchmark","At/Above Benchmark",93,94,0,"Gen Ed"
"779",1001227432,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",34,"Intervention","Intervention",14,12,1,"Tier 1 Math Gen Ed"
"780",1091924932,8,"Kingston","02364","Star Reading","Low Growth, High Proficiency",7,"At/Above Benchmark","At/Above Benchmark",75,50,0,"Gen Ed"
"781",1090112940,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",34,"At/Above Benchmark","At/Above Benchmark",59,51,0,"Gen Ed"
"782",1053539032,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",87,"On Watch","At/Above Benchmark",27,46,0,"Gen Ed"
"783",1073101037,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",92,"At/Above Benchmark","At/Above Benchmark",88,96,0,"Tier 1 Math Gen Ed"
"784",1000239243,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",95,"At/Above Benchmark","At/Above Benchmark",67,85,0,"Tier 1 Math Gen Ed"
"785",1087945222,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",54,"At/Above Benchmark","At/Above Benchmark",72,71,1,"Learning Specialist"
"786",1093041022,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",61,72,1,"Learning Specialist"
"787",1052528534,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",40,"At/Above Benchmark","At/Above Benchmark",47,43,0,"Gen Ed"
"788",1003928938,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",98,"At/Above Benchmark","At/Above Benchmark",99,99,0,"Gen Ed"
"789",1001239244,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",45,"At/Above Benchmark","At/Above Benchmark",56,53,0,"Gen Ed"
"790",1045035437,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",61,65,0,"Gen Ed"
"791",1029828431,8,"Carver","02330","Star Reading","Low Growth, Low Proficiency",27,"At/Above Benchmark","On Watch",42,33,0,"Tier 1 ELA Gen Ed"
"792",1061430636,8,"Bourne","02532","Star Reading","Low Growth, High Proficiency",21,"At/Above Benchmark","At/Above Benchmark",92,81,0,"Gen Ed"
"793",1076222430,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",96,"On Watch","At/Above Benchmark",35,63,0,"Tier 1 ELA Gen Ed"
"794",1032008130,8,"Wareham","02538","Star Reading","Low Growth, Low Proficiency",14,"On Watch","Intervention",33,18,0,"Tier 1 Math Gen Ed"
"795",1086529533,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",11,"At/Above Benchmark","At/Above Benchmark",99,88,0,"Gen Ed"
"796",1080425632,8,"Wareham","02538","Star Reading","High Growth, Low Proficiency",54,"On Watch","On Watch",27,30,1,"Tier 1 ELA Gen Ed"
"797",1006927931,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",79,"At/Above Benchmark","At/Above Benchmark",73,80,0,"Gen Ed"
"798",1042500835,8,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",61,"Urgent Intervention","Urgent Intervention",5,8,1,"Learning Specialist"
"799",1007203836,8,"Bourne","02562","Star Reading","Low Growth, High Proficiency",37,"At/Above Benchmark","At/Above Benchmark",80,73,0,"Gen Ed"
"800",1008134730,8,"Plymouth","360-4","Star Reading","Low Growth, Low Proficiency",10,"On Watch","Intervention",39,20,0,"Tier 1 ELA Gen Ed"
"801",1041997320,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",68,72,0,"Gen Ed"
"802",1002194324,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",1,"Urgent Intervention","Urgent Intervention",8,1,0,"Tier 1 ELA Gen Ed"
"803",1030630037,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",10,"At/Above Benchmark","On Watch",59,37,1,"Learning Specialist"
"804",1052420534,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",9,"Intervention","Urgent Intervention",11,4,1,"Learning Specialist"
"805",1021501833,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",70,"At/Above Benchmark","At/Above Benchmark",55,62,0,"Gen Ed"
"806",1011730037,8,"Carver","02330","Star Reading","High Growth, High Proficiency",71,"At/Above Benchmark","At/Above Benchmark",52,59,0,"Gen Ed"
"807",1090730035,8,"Carver","02330","Star Reading","Low Growth, High Proficiency",24,"At/Above Benchmark","At/Above Benchmark",81,68,0,"Gen Ed"
"808",1065522431,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",49,"Intervention","Intervention",11,13,0,"Tier 1 Math Gen Ed"
"809",1099720438,8,"Sandwich","02563","Star Reading","High Growth, Low Proficiency",61,"On Watch","On Watch",26,31,0,"Tier 1 ELA Gen Ed"
"810",1078637646,8,"Carver","02330","Star Reading","Low Growth, High Proficiency",19,"At/Above Benchmark","At/Above Benchmark",79,63,0,"Gen Ed"
"811",1014333243,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",58,"At/Above Benchmark","At/Above Benchmark",79,78,0,"Gen Ed"
"812",1060204836,8,"Barnstable","02601","Star Reading","Low Growth, Low Proficiency",19,"At/Above Benchmark","On Watch",51,36,0,"Gen Ed"
"813",1089038845,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",75,"At/Above Benchmark","At/Above Benchmark",94,95,0,"Gen Ed"
"814",1054333247,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",53,59,0,"Gen Ed"
"815",1047084726,8,"Wareham","02576","Star Reading","High Growth, High Proficiency",95,"On Watch","At/Above Benchmark",31,59,0,"Tier 1 ELA Gen Ed"
"816",1021335030,8,"Sandwich","02563","Star Reading","Low Growth, Low Proficiency",22,"Intervention","Intervention",17,11,1,"Learning Specialist"
"817",1024222432,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",77,"At/Above Benchmark","At/Above Benchmark",84,87,0,"Gen Ed"
"818",1048527538,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",60,"At/Above Benchmark","At/Above Benchmark",83,82,0,"Gen Ed"
"819",1029527537,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",41,"At/Above Benchmark","At/Above Benchmark",80,74,0,"Gen Ed"
"820",1073206934,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",22,"Intervention","Intervention",23,15,1,"Learning Specialist"
"821",1035326430,8,"Middleborough","02346","Star Reading","High Growth, High Proficiency",83,"At/Above Benchmark","At/Above Benchmark",63,74,0,"Gen Ed"
"822",1088636130,8,"Kingston","02364","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",89,93,0,"Gen Ed"
"823",1057529733,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",74,"On Watch","At/Above Benchmark",32,43,1,"Learning Specialist"
"824",1079695326,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",8,"At/Above Benchmark","At/Above Benchmark",76,51,0,"Gen Ed"
"825",1015539030,8,"Carver","02330","Star Reading","Low Growth, High Proficiency",47,"At/Above Benchmark","At/Above Benchmark",54,52,0,"Gen Ed"
"826",1080725635,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",81,69,0,"Gen Ed"
"827",1029539035,8,"Carver","02330","Star Reading","High Growth, Low Proficiency",51,"Intervention","Intervention",22,24,1,"Tier 1 ELA Gen Ed"
"828",1024612830,8,"Wareham","02571","Star Reading","High Growth, Low Proficiency",93,"Urgent Intervention","Intervention",4,20,1,"Learning Specialist"
"829",1094343445,8,"Middleborough","02346","Star Reading","High Growth, High Proficiency",81,"At/Above Benchmark","At/Above Benchmark",52,65,0,"Tier 1 Math Gen Ed"
"830",1001401233,8,"Sandwich","02563","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",66,82,0,"Gen Ed"
"831",1068110133,8,"Mashpee","02649","Star Reading","High Growth, High Proficiency",70,"At/Above Benchmark","At/Above Benchmark",98,97,0,"Gen Ed"
"832",1027832635,8,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",76,"Intervention","On Watch",23,35,1,"Learning Specialist"
"833",1055407241,8,"Plymouth","02360","Star Reading","High Growth, High Proficiency",58,"At/Above Benchmark","At/Above Benchmark",45,48,0,"Gen Ed"
"834",1067323432,8,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",11,"Intervention","Intervention",24,11,0,"Tier 1 ELA Gen Ed"
"835",1066205338,8,"Wareham","02571","Star Reading","Low Growth, Low Proficiency",23,"At/Above Benchmark","On Watch",50,38,1,"Learning Specialist"
"836",1017439244,8,"Kingston","02364","Star Reading","Low Growth, High Proficiency",24,"At/Above Benchmark","At/Above Benchmark",74,61,0,"Gen Ed"
"837",1014523830,8,"Wareham","02532","Star Reading","Low Growth, Low Proficiency",15,"At/Above Benchmark","On Watch",55,37,0,"Gen Ed"
"838",1021398928,8,"Sandwich","02537","Star Reading","Low Growth, High Proficiency",13,"At/Above Benchmark","At/Above Benchmark",79,59,0,"Gen Ed"
"839",1070996321,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",19,"At/Above Benchmark","At/Above Benchmark",68,52,0,"Gen Ed"
"840",1046028734,8,"Barnstable","02648","Star Reading","Low Growth, Low Proficiency",41,"On Watch","On Watch",36,34,0,"Tier 1 ELA Gen Ed"
"841",1072198225,8,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",13,"At/Above Benchmark","At/Above Benchmark",68,48,0,"Tier 1 Math Gen Ed"
"842",1098083722,8,"Wareham","02576","Star Reading","High Growth, Low Proficiency",69,"Intervention","Intervention",12,21,1,"Tier 1 Math Gen Ed"
"843",1069527532,8,"Middleborough","02346","Star Reading","Low Growth, High Proficiency",11,"At/Above Benchmark","At/Above Benchmark",95,80,0,"Gen Ed"
"844",1011117330,9,"Carver","02330","Star Reading","High Growth, High Proficiency",59,"At/Above Benchmark","At/Above Benchmark",54,56,0,"Gen Ed"
"845",1024040621,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",60,"At/Above Benchmark","At/Above Benchmark",40,45,0,"Gen Ed"
"846",1041031135,9,"Kingston","02364","Star Reading","Low Growth, Low Proficiency",6,"Urgent Intervention","Urgent Intervention",5,1,1,"Learning Specialist"
"847",1076815530,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",4,"At/Above Benchmark","At/Above Benchmark",87,60,0,"Gen Ed"
"848",1045118338,9,"Falmouth","02536","Star Reading","High Growth, High Proficiency",97,"Intervention","At/Above Benchmark",22,54,1,"Learning Specialist"
"849",1068205836,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",63,67,0,"Gen Ed"
"850",1050403735,9,"Plympton","02367","Star Reading","High Growth, High Proficiency",61,"At/Above Benchmark","At/Above Benchmark",40,45,0,"Gen Ed"
"851",1011308938,9,"Mashpee","02649","Star Reading","Low Growth, Low Proficiency",28,"On Watch","On Watch",36,27,0,"Gen Ed"
"852",1097264430,9,"Fall River","02721","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",44,49,1,"Learning Specialist"
"853",1017516341,9,"Bourne","02559","Star Reading","Low Growth, Low Proficiency",49,"On Watch","On Watch",26,26,0,"Gen Ed"
"854",1035417835,9,"Middleborough","02346","Star Reading","High Growth, High Proficiency",99,"At/Above Benchmark","At/Above Benchmark",54,86,0,"Gen Ed"
"855",1039205834,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",54,"On Watch","At/Above Benchmark",39,41,0,"Gen Ed"
"856",1071441720,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",20,"At/Above Benchmark","On Watch",49,33,0,"Gen Ed"
"857",1041403735,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",74,"At/Above Benchmark","At/Above Benchmark",74,79,0,"Gen Ed"
"858",1092018835,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",78,"At/Above Benchmark","At/Above Benchmark",50,59,0,"Gen Ed"
"859",1018303830,9,"Wareham","02571","Star Reading","High Growth, Low Proficiency",79,"Intervention","On Watch",17,29,0,"Gen Ed"
"860",1028723736,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",12,"At/Above Benchmark","On Watch",58,38,0,"Gen Ed"
"861",1088641427,9,"Wareham","02538","Star Reading","High Growth, Low Proficiency",72,"Urgent Intervention","Intervention",6,10,1,"Learning Specialist"
"862",1079498834,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",32,"At/Above Benchmark","At/Above Benchmark",49,41,0,"Gen Ed"
"863",1075533726,9,"Mashpee","02649","Star Reading","High Growth, Low Proficiency",89,"Intervention","On Watch",17,35,1,"Learning Specialist"
"864",1001539721,9,"Mashpee","02649","Star Reading","Low Growth, High Proficiency",22,"At/Above Benchmark","At/Above Benchmark",64,52,0,"Gen Ed"
"865",1030018847,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",49,"At/Above Benchmark","At/Above Benchmark",42,42,0,"Gen Ed"
"866",1076738027,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",83,"On Watch","At/Above Benchmark",33,48,1,"Learning Specialist"
"867",1022847221,9,"East Bridgewater","02333","Star Reading","High Growth, High Proficiency",66,"At/Above Benchmark","At/Above Benchmark",79,82,0,"Gen Ed"
"868",1095300832,9,"Wareham","02571","Star Reading","High Growth, High Proficiency",59,"At/Above Benchmark","At/Above Benchmark",84,84,0,"Gen Ed"
"869",1050117333,9,"Carver","02330","Star Reading","Low Growth, Low Proficiency",4,"At/Above Benchmark","Intervention",55,24,0,"Gen Ed"
"870",1074900835,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",23,"On Watch","On Watch",36,25,1,"Learning Specialist"
"871",1010207733,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",21,"At/Above Benchmark","On Watch",44,30,0,"Gen Ed"
"872",1011207734,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",93,"At/Above Benchmark","At/Above Benchmark",46,67,0,"Gen Ed"
"873",1002502934,9,"Duxbury","02332","Star Reading","Low Growth, High Proficiency",48,"At/Above Benchmark","At/Above Benchmark",59,57,0,"Gen Ed"
"874",1040403734,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",89,"At/Above Benchmark","At/Above Benchmark",75,88,0,"Gen Ed"
"875",1068524638,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",55,"At/Above Benchmark","At/Above Benchmark",94,93,0,"Gen Ed"
"876",1030440025,9,"Carver","02330","Star Reading","High Growth, High Proficiency",84,"At/Above Benchmark","At/Above Benchmark",77,86,0,"Gen Ed"
"877",1049636136,9,"Kingston","02364","Star Reading","High Growth, High Proficiency",86,"At/Above Benchmark","At/Above Benchmark",70,82,0,"Gen Ed"
"878",1082112535,9,"Fall River","02724","Star Reading","High Growth, Low Proficiency",98,"Urgent Intervention","Intervention",4,24,0,"Gen Ed"
"879",1009433924,9,"Bourne","02532","Star Reading","Low Growth, Low Proficiency",25,"On Watch","On Watch",39,28,0,"Gen Ed"
"880",1022831728,9,"Carver","02330","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",78,69,0,"Gen Ed"
"881",1014048325,9,"Wareham","02538","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",63,53,1,"Learning Specialist"
"882",1025207730,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",31,"At/Above Benchmark","At/Above Benchmark",78,71,0,"Gen Ed"
"883",1064401738,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",31,"At/Above Benchmark","At/Above Benchmark",74,66,0,"Gen Ed"
"884",1096955245,9,"Carver","02330","Star Reading","Low Growth, High Proficiency",27,"At/Above Benchmark","At/Above Benchmark",65,56,0,"Gen Ed"
"885",1028954248,9,"Carver","02330","Star Reading","High Growth, High Proficiency",99,"Intervention","At/Above Benchmark",13,66,1,"Learning Specialist"
"886",1034116334,9,"Carver","02330","Star Reading","High Growth, High Proficiency",65,"At/Above Benchmark","At/Above Benchmark",60,64,0,"Gen Ed"
"887",1037212536,9,"Bourne","02532","Star Reading","High Growth, High Proficiency",64,"At/Above Benchmark","At/Above Benchmark",66,69,1,"Learning Specialist"
"888",1064206833,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",94,"At/Above Benchmark","At/Above Benchmark",44,66,0,"Gen Ed"
"889",1024116333,9,"Carver","02330","Star Reading","Low Growth, Low Proficiency",12,"On Watch","Intervention",37,18,0,"Gen Ed"
"890",1014400732,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",67,"At/Above Benchmark","At/Above Benchmark",49,54,0,"Gen Ed"
"891",1073186728,9,"Kingston","02364","Star Reading","High Growth, High Proficiency",76,"At/Above Benchmark","At/Above Benchmark",56,64,0,"Gen Ed"
"892",1034937922,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",86,"At/Above Benchmark","At/Above Benchmark",42,58,1,"Learning Specialist"
"893",1094631524,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",36,"At/Above Benchmark","On Watch",43,36,1,"Learning Specialist"
"894",1090117337,9,"Carver","02330","Star Reading","Low Growth, Low Proficiency",21,"At/Above Benchmark","On Watch",43,29,0,"Gen Ed"
"895",1045346624,9,"Marshfield","02050","Star Reading","Low Growth, High Proficiency",19,"At/Above Benchmark","At/Above Benchmark",73,59,0,"Gen Ed"
"896",1018302737,9,"Plymouth","02360","Star Reading","Low Growth, High Proficiency",7,"At/Above Benchmark","At/Above Benchmark",82,59,0,"Gen Ed"
"897",1047899226,9,"Barnstable","02632","Star Reading","High Growth, Low Proficiency",68,"Urgent Intervention","Urgent Intervention",1,1,1,"Learning Specialist"
"898",1052510130,9,"Barnstable","02648","Star Reading","Low Growth, High Proficiency",34,"At/Above Benchmark","At/Above Benchmark",81,75,0,"Gen Ed"
"899",1098116335,9,"Carver","02330","Star Reading","Low Growth, High Proficiency",20,"At/Above Benchmark","At/Above Benchmark",67,53,0,"Gen Ed"
"900",1037116337,9,"Carver","02330","Star Reading","High Growth, Low Proficiency",57,"Urgent Intervention","Urgent Intervention",6,7,1,"Learning Specialist"
"901",1084308737,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",8,"At/Above Benchmark","On Watch",56,31,0,"Gen Ed"
"902",1092348347,9,"Bridgewater","02324","Star Reading","High Growth, High Proficiency",88,"At/Above Benchmark","At/Above Benchmark",47,64,1,"Learning Specialist"
"903",NA,9,NA,NA,"Star Reading","Low Growth, Low Proficiency",7,"At/Above Benchmark","On Watch",63,38,0,"Gen Ed"
"904",1064403731,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",85,"On Watch","At/Above Benchmark",35,52,0,"Gen Ed"
"905",1092301738,9,"Plymouth","02360","Star Reading","High Growth, High Proficiency",66,"On Watch","At/Above Benchmark",35,42,1,"Learning Specialist"
"906",1033212532,9,"Plymouth","02360","Star Reading","Low Growth, Low Proficiency",47,"Urgent Intervention","Urgent Intervention",4,5,1,"Learning Specialist"
"907",1062647526,9,"Kingston","02364","Star Reading","High Growth, High Proficiency",96,"At/Above Benchmark","At/Above Benchmark",45,71,1,"Learning Specialist"
"908",1011499626,10,"Kingston","02364","Star Reading","High Growth, High Proficiency",82,"On Watch","At/Above Benchmark",30,46,0,"Gen Ed"
"909",1091893127,10,"Plymouth","02360","Star Reading","High Growth, High Proficiency",57,"At/Above Benchmark","At/Above Benchmark",85,84,1,"Learning Specialist"
"910",1084687525,10,"Wareham","02571","Star Reading","High Growth, Low Proficiency",67,"Intervention","On Watch",22,29,0,"Gen Ed"
"911",1047791924,10,"Carver","02330","Star Reading","Low Growth, High Proficiency",25,"At/Above Benchmark","At/Above Benchmark",78,66,0,"Gen Ed"
"912",1098597328,10,"Plymouth","02360","Star Reading","High Growth, Low Proficiency",90,"Urgent Intervention","On Watch",8,27,0,"Gen Ed"
